"site","school","id","wave","male","math","sci"
1,247,6306,2,0,47.51,49.15
1,247,6306,3,0,38.14,48.76
1,247,6306,4,0,NA,NA
1,247,6538,1,1,NA,60.77
1,247,6538,2,1,49.92,62.68
1,247,6538,3,1,NA,NA
1,247,6538,4,1,NA,NA
1,247,6810,1,1,46.92,57.79
1,247,6810,2,1,54.75,62.93
1,247,6810,3,1,54.66,61.76
1,247,6810,4,1,NA,NA
5,301,1087,1,0,57.19,63.45
5,301,1087,2,0,56.38,62.62
5,301,1087,3,0,62.04,62.56
5,301,1087,4,0,60.11,58.84
5,301,1146,1,1,NA,64.85
5,301,1146,2,1,NA,70.68
5,301,1146,3,1,86.09,74.12
5,301,1146,4,1,85.13,85.51
5,301,1663,1,1,53.2,50.36
5,301,1663,2,1,46.61,NA
5,301,1663,3,1,43.14,49.25
5,301,1663,4,1,NA,NA
5,301,2008,1,0,69.74,74.62
5,301,2008,2,0,80.82,77.37
5,301,2008,3,0,80.56,80.96
5,301,2008,4,0,85.2,81.43
5,301,2094,1,1,55.13,44.75
5,301,2094,2,1,NA,55.8
5,301,2094,3,1,62.77,NA
5,301,2094,4,1,66.98,NA
5,301,2296,1,1,66.7,66.89
5,301,2296,2,1,64.58,69.08
5,301,2296,3,1,72.77,74.33
5,301,2296,4,1,74.03,NA
5,301,2306,1,1,50.79,65.06
5,301,2306,2,1,69.18,63.61
5,301,2306,3,1,68.87,65.07
5,301,2306,4,1,NA,66.46
5,301,2337,1,1,68.99,67.09
5,301,2337,2,1,62.85,72.72
5,301,2337,3,1,77.1,68.56
5,301,2337,4,1,75.05,75.65
5,301,2401,4,0,64.55,68.84
5,301,2401,1,0,50.61,60.4
5,301,2401,2,0,NA,62.94
5,301,2401,3,0,61.77,63.48
5,301,2693,1,0,53.92,55.3
5,301,2693,2,0,53.99,58.22
5,301,2693,3,0,61.28,54.06
5,301,2693,4,0,64.8,53.29
5,301,3093,1,1,66.83,69.6
5,301,3093,2,1,55.79,68.82
5,301,3093,3,1,NA,NA
5,301,3093,4,1,66.35,70.19
5,301,3184,1,0,66.91,69.71
5,301,3184,2,0,66.86,71.86
5,301,3184,3,0,69.5,70.21
5,301,3184,4,0,66.37,64.7
5,301,3462,1,1,NA,NA
5,301,3462,2,1,NA,NA
5,301,3462,3,1,73.35,54.54
5,301,3462,4,1,78.72,76.7
5,301,3748,1,1,49.56,NA
5,301,3748,2,1,39.83,51.38
5,301,3748,3,1,62.72,62.7
5,301,3748,4,1,67.66,59.13
5,301,3793,1,1,70.98,74.11
5,301,3793,2,1,79.78,77.98
5,301,3793,3,1,87,80.04
5,301,3793,4,1,84.71,80.4
5,301,3940,1,0,66.06,69.59
5,301,3940,2,0,66.51,69.2
5,301,3940,3,0,79.86,67.79
5,301,3940,4,0,74.96,65.12
5,301,3966,1,0,73.55,66.02
5,301,3966,2,0,72.19,63.79
5,301,3966,3,0,76.22,66.18
5,301,3966,4,0,80.69,79.33
5,301,4015,1,0,68.23,67.18
5,301,4015,2,0,72.96,65.64
5,301,4015,3,0,76.8,73.28
5,301,4015,4,0,78.08,77.9
5,301,4291,1,1,68.65,72.41
5,301,4291,2,1,63.45,71.9
5,301,4291,3,1,65.14,67.46
5,301,4291,4,1,69.89,66.21
5,301,4539,1,1,79.14,70.76
5,301,4539,2,1,82.84,79.21
5,301,4539,3,1,79.01,75.14
5,301,4539,4,1,91.53,87.02
5,301,4799,1,0,51.98,50.75
5,301,4799,2,0,52.04,51.91
5,301,4799,3,0,54.42,NA
5,301,4799,4,0,NA,NA
5,301,4838,1,1,47.52,49.47
5,301,4838,2,1,41.72,NA
5,301,4838,3,1,52.7,49.66
5,301,4838,4,1,53.24,NA
5,301,4876,1,0,76.38,65.27
5,301,4876,2,0,75.87,67.01
5,301,4876,3,0,77.62,NA
5,301,4876,4,0,NA,77.9
5,301,4896,1,0,59.26,54.2
5,301,4896,2,0,50.82,58.65
5,301,4896,3,0,60.81,50.85
5,301,4896,4,0,51.01,58.72
5,301,5065,4,1,94.27,85.3
5,301,5065,1,1,85.91,75.75
5,301,5065,2,1,90.66,80.75
5,301,5065,3,1,97.39,81.05
5,301,5099,1,0,54.42,62.29
5,301,5099,2,0,52.99,NA
5,301,5099,3,0,NA,NA
5,301,5099,4,0,NA,NA
5,301,5220,1,1,71.31,69.01
5,301,5220,2,1,78.38,70.07
5,301,5220,3,1,84.85,70.87
5,301,5220,4,1,83.03,77.86
5,301,5393,1,0,62.35,59.74
5,301,5393,2,0,68.84,66.76
5,301,5393,3,0,82.53,60.94
5,301,5393,4,0,74.71,64.14
5,301,5405,1,0,55.56,61.78
5,301,5405,2,0,54.76,54.64
5,301,5405,3,0,59.25,47.32
5,301,5405,4,0,62.25,51.64
5,301,5483,1,1,NA,53.36
5,301,5483,2,1,60.94,57.23
5,301,5483,3,1,65.85,63.92
5,301,5483,4,1,71.8,65.59
5,301,5665,1,0,61.29,60.98
5,301,5665,2,0,69.1,57.04
5,301,5665,3,0,61.2,64.09
5,301,5665,4,0,65.36,61.18
5,301,5722,1,1,NA,51.56
5,301,5722,2,1,NA,NA
5,301,5722,3,1,64.45,45.92
5,301,5722,4,1,64.46,67.73
5,301,5726,2,0,50.6,46.18
5,301,5726,3,0,44.2,55.7
5,301,5726,4,0,54.5,48.76
5,301,5726,1,0,54.31,45.83
5,301,5855,4,1,57.48,NA
5,301,5855,1,1,63.1,NA
5,301,5855,2,1,62.77,61.02
5,301,5855,3,1,56.05,55.17
5,301,5976,1,0,53.56,61.33
5,301,5976,2,0,53.77,63.24
5,301,5976,3,0,62.68,NA
5,301,5976,4,0,61.47,NA
5,301,6101,1,1,49.66,42.39
5,301,6101,2,1,70.2,51.24
5,301,6101,3,1,69.54,56.01
5,301,6101,4,1,64.15,62.05
5,301,6285,1,1,69.74,59.38
5,301,6285,3,1,79.38,65.61
5,301,6285,4,1,83.14,69.95
5,301,6285,2,1,75.26,58.5
5,301,6593,4,0,NA,57.62
5,301,6593,3,0,56.61,59.63
5,301,6593,1,0,55.37,53.86
5,301,6593,2,0,54.06,57.59
5,301,6676,3,0,67.19,67.12
5,301,6676,1,0,61.97,67.06
5,301,6676,2,0,NA,66.79
5,301,6676,4,0,66.03,NA
2,302,1017,1,1,91.26,73.31
2,302,1017,2,1,91.12,77.35
2,302,1017,3,1,87.71,81.12
2,302,1017,4,1,89.64,84.64
2,302,1183,1,0,47.33,60.91
2,302,1183,2,0,51.52,64.87
2,302,1183,3,0,48.85,64.94
2,302,1183,4,0,51.06,65.78
2,302,1498,1,1,57.32,61.5
2,302,1498,2,1,61.97,62.83
2,302,1498,3,1,63.09,62.03
2,302,1498,4,1,61.43,58.41
2,302,1549,1,1,69.92,72
2,302,1549,2,1,72.85,69.95
2,302,1549,3,1,79.24,77.63
2,302,1549,4,1,75.28,73.1
2,302,1626,1,1,74.78,62.4
2,302,1626,2,1,72.83,63.94
2,302,1626,3,1,61.27,68.8
2,302,1626,4,1,57.22,66.44
2,302,1690,1,1,56.73,54.62
2,302,1690,2,1,63.16,57.23
2,302,1690,3,1,62.08,61.49
2,302,1690,4,1,63.18,60.29
2,302,1754,1,0,72.03,62.81
2,302,1754,2,0,71.14,63.01
2,302,1754,3,0,73.84,69.07
2,302,1754,4,0,74.53,68.09
2,302,1777,1,1,47.48,56.37
2,302,1777,2,1,40.01,NA
2,302,1777,3,1,42.2,44.56
2,302,1777,4,1,57.97,41.1
2,302,1799,1,0,64.75,63.19
2,302,1799,2,0,67.32,58.01
2,302,1799,3,0,62.32,58.67
2,302,1799,4,0,58.72,NA
2,302,1861,1,0,72.22,69.45
2,302,1861,2,0,77.13,72.56
2,302,1861,3,0,72.85,73.92
2,302,1861,4,0,77.23,79.84
2,302,2052,1,1,80.91,71.35
2,302,2052,2,1,84.55,73.71
2,302,2052,3,1,90.48,79.69
2,302,2052,4,1,86.44,77.97
2,302,2098,1,1,76.24,66.97
2,302,2098,2,1,83.51,70.16
2,302,2098,3,1,81.59,77.69
2,302,2098,4,1,77.72,NA
2,302,2261,1,1,71.62,65.85
2,302,2261,2,1,82.52,70.45
2,302,2261,3,1,78.96,76.78
2,302,2261,4,1,83.98,NA
2,302,2272,1,0,63.7,66.37
2,302,2272,2,0,70.11,67.28
2,302,2272,3,0,70.28,65.91
2,302,2272,4,0,66.05,62.52
2,302,2436,1,0,53.84,53.38
2,302,2436,2,0,58.78,56.79
2,302,2436,3,0,55.27,64.43
2,302,2436,4,0,60.59,62.39
2,302,2498,1,1,40.62,48.33
2,302,2498,2,1,57.34,61.24
2,302,2498,3,1,57.28,53.09
2,302,2498,4,1,55.37,46.34
2,302,2599,1,0,74.23,72.31
2,302,2599,2,0,78.63,74.27
2,302,2599,3,0,80.34,82.3
2,302,2599,4,0,75.07,81.54
2,302,2672,1,0,54,65
2,302,2672,2,0,64.18,63.39
2,302,2672,3,0,66.44,66.24
2,302,2672,4,0,64.75,63.87
2,302,2691,1,1,46.1,47.71
2,302,2691,2,1,60.35,54.52
2,302,2691,3,1,53.85,55.98
2,302,2691,4,1,50.98,52.4
2,302,2746,1,0,41.74,53.68
2,302,2746,2,0,47.8,57.97
2,302,2746,3,0,NA,57.02
2,302,2746,4,0,43.66,49.7
2,302,2795,1,0,63.38,70.62
2,302,2795,2,0,69.61,66.81
2,302,2795,3,0,65.53,73.79
2,302,2795,4,0,73.92,72.45
2,302,2797,1,0,81.71,69.88
2,302,2797,2,0,78.64,76.34
2,302,2797,3,0,81.97,80.97
2,302,2797,4,0,85.22,85.53
2,302,2836,1,1,41.22,44.71
2,302,2836,2,1,36.22,NA
2,302,2836,3,1,47.79,59.31
2,302,2836,4,1,NA,NA
2,302,2853,1,0,75.09,66.5
2,302,2853,2,0,78.73,69.24
2,302,2853,3,0,79.62,72.79
2,302,2853,4,0,84.9,65.29
2,302,2935,1,1,73.73,66.17
2,302,2935,2,1,74.99,68.67
2,302,2935,3,1,78.16,70.7
2,302,2935,4,1,78.7,72.46
2,302,2940,1,0,59.54,61.7
2,302,2940,2,0,66.71,63.59
2,302,2940,3,0,NA,63.71
2,302,2940,4,0,59.91,65.34
2,302,3015,1,0,52.5,49.18
2,302,3015,2,0,57.19,48.06
2,302,3015,3,0,60.88,58.62
2,302,3015,4,0,62.15,61.34
2,302,3033,1,0,50.99,56.12
2,302,3033,2,0,55.05,54.95
2,302,3033,3,0,55.68,56.92
2,302,3033,4,0,62.22,57.79
2,302,3131,1,0,77.13,67.2
2,302,3131,2,0,74.76,67
2,302,3131,3,0,80.32,72.08
2,302,3131,4,0,82.72,69.55
2,302,3237,1,0,70.73,67.37
2,302,3237,2,0,71.06,66.56
2,302,3237,3,0,65.02,67.74
2,302,3237,4,0,73.37,NA
2,302,3276,1,1,45.24,62.56
2,302,3276,2,1,46.87,63.72
2,302,3276,3,1,NA,NA
2,302,3276,4,1,NA,NA
2,302,3306,1,1,64.57,67.73
2,302,3306,2,1,65.65,71.54
2,302,3306,3,1,64.53,77.19
2,302,3306,4,1,62.03,73.27
2,302,3323,1,0,58.82,61.53
2,302,3323,2,0,63.01,66.55
2,302,3323,3,0,63.04,66.92
2,302,3323,4,0,64.5,64.23
2,302,3493,1,1,74.41,64.99
2,302,3493,2,1,75.73,70.37
2,302,3493,3,1,78.77,73.26
2,302,3493,4,1,77.97,72.09
2,302,3541,1,0,57.38,57.66
2,302,3541,2,0,56.85,66.13
2,302,3541,3,0,55.83,62.65
2,302,3541,4,0,56.91,55.48
2,302,3695,1,1,65.54,60.87
2,302,3695,2,1,58.97,64.01
2,302,3695,3,1,55.19,62.71
2,302,3695,4,1,47.11,57.81
2,302,3764,1,1,60.41,68.4
2,302,3764,2,1,NA,61.25
2,302,3764,3,1,NA,69.2
2,302,3764,4,1,64.64,71.65
2,302,3781,4,1,66.58,70.07
2,302,3781,1,1,63.74,66.38
2,302,3781,2,1,62.61,68.2
2,302,3781,3,1,70.2,73.06
2,302,3956,1,0,58.46,63.83
2,302,3956,2,0,65.65,61.39
2,302,3956,3,0,63.41,65.74
2,302,3956,4,0,66.2,66.55
2,302,3970,1,0,52.78,57.94
2,302,3970,2,0,54.3,65.63
2,302,3970,3,0,55.39,62.81
2,302,3970,4,0,54.45,58.13
2,302,4087,1,1,63.98,72.71
2,302,4087,2,1,64.25,75.02
2,302,4087,3,1,71,74.73
2,302,4087,4,1,72.41,75.75
2,302,4216,1,0,45.74,39.45
2,302,4216,2,0,48.47,38.83
2,302,4216,3,0,45.05,45.99
2,302,4216,4,0,45.26,50.76
2,302,4302,1,0,51.99,57.59
2,302,4302,2,0,50.88,63.92
2,302,4302,3,0,53.91,62.93
2,302,4302,4,0,NA,NA
2,302,4357,2,1,75.37,72.12
2,302,4357,3,1,NA,72.82
2,302,4357,4,1,65.78,67.16
2,302,4357,1,1,73.31,70.7
2,302,4406,1,1,68.31,61.76
2,302,4406,2,1,64.06,61.14
2,302,4406,3,1,67.72,65.63
2,302,4406,4,1,NA,63.16
2,302,4481,1,0,71.07,74.18
2,302,4481,2,0,71.12,67.92
2,302,4481,3,0,77.07,76.3
2,302,4481,4,0,83.05,71.61
2,302,4535,1,0,68.5,63.41
2,302,4535,2,0,71.7,69.52
2,302,4535,3,0,69.03,73.15
2,302,4535,4,0,70.46,72.43
2,302,4648,2,1,76.21,69.2
2,302,4648,3,1,68.65,77.93
2,302,4648,4,1,71.56,74.92
2,302,4648,1,1,69.25,71.04
2,302,4666,1,1,56.82,67.62
2,302,4666,2,1,69.32,68.72
2,302,4666,3,1,NA,69.63
2,302,4666,4,1,NA,NA
2,302,4790,1,0,57.89,66.62
2,302,4790,2,0,61.63,72.87
2,302,4790,3,0,61.14,71.22
2,302,4790,4,0,64.35,76.07
2,302,4793,1,1,55.88,62.77
2,302,4793,2,1,61.64,73.75
2,302,4793,3,1,NA,NA
2,302,4793,4,1,NA,NA
2,302,4920,1,0,58.38,52.14
2,302,4920,2,0,62.89,62.83
2,302,4920,3,0,67.73,60.46
2,302,4920,4,0,61.86,NA
2,302,5066,1,1,36.45,53.21
2,302,5066,2,1,34.67,54.98
2,302,5066,3,1,45.48,52.06
2,302,5066,4,1,35.81,NA
2,302,5231,1,0,58.74,57.09
2,302,5231,2,0,60.18,58.61
2,302,5231,3,0,58.7,62.61
2,302,5231,4,0,56.29,NA
2,302,5468,1,0,66.81,62.39
2,302,5468,2,0,68.64,65.56
2,302,5468,3,0,67.53,70.59
2,302,5468,4,0,72.94,65.64
2,302,5560,1,1,47.62,47.9
2,302,5560,2,1,51.14,57.45
2,302,5560,3,1,42.31,64.63
2,302,5560,4,1,53.44,63.92
2,302,5572,2,1,70.33,67.88
2,302,5572,3,1,75.51,71.31
2,302,5572,4,1,74.92,72.6
2,302,5572,1,1,68.18,69.61
2,302,5680,1,0,65.11,64.04
2,302,5680,2,0,66.6,68.36
2,302,5680,3,0,71.12,70.54
2,302,5680,4,0,69.78,76.57
2,302,5718,1,1,66.14,66.46
2,302,5718,2,1,65.56,66.76
2,302,5718,3,1,71.09,69.83
2,302,5718,4,1,75.52,75.38
2,302,5765,1,1,76.65,68.76
2,302,5765,2,1,75.99,72.6
2,302,5765,3,1,81.75,77.01
2,302,5765,4,1,77.81,76.01
2,302,5813,1,1,68.93,64.35
2,302,5813,2,1,75.95,66.76
2,302,5813,3,1,79.76,74.05
2,302,5813,4,1,80.74,74.23
2,302,5829,3,1,81.09,70.01
2,302,5829,4,1,94.37,69.34
2,302,5829,1,1,75.12,61.28
2,302,5829,2,1,81.39,67.04
2,302,6045,1,1,72,64.72
2,302,6045,2,1,78.12,70.91
2,302,6045,3,1,82.97,78.63
2,302,6045,4,1,NA,NA
2,302,6074,1,1,70.05,65.23
2,302,6074,2,1,71.44,71.98
2,302,6074,3,1,74.71,80.67
2,302,6074,4,1,77.7,72.98
2,302,6343,1,0,61.29,59.18
2,302,6343,2,0,67.54,64.75
2,302,6343,3,0,69.76,67.25
2,302,6343,4,0,69.06,72.6
2,302,6352,1,0,61.13,62.8
2,302,6352,2,0,65.82,61.24
2,302,6352,3,0,59.62,61.81
2,302,6352,4,0,68.88,62.7
2,302,6571,1,0,36.16,56.07
2,302,6571,2,0,42.02,55.21
2,302,6571,3,0,42.78,56.09
2,302,6571,4,0,47.22,NA
2,302,6600,1,0,52.14,52.94
2,302,6600,2,0,54.11,46.17
2,302,6600,3,0,NA,47.27
2,302,6600,4,0,56.26,46.15
2,302,6709,1,0,87.79,74.08
2,302,6709,2,0,81.87,75.36
2,302,6709,3,0,86.11,78.44
2,302,6709,4,0,88.1,82.76
2,302,6776,1,1,69.51,70.82
2,302,6776,2,1,73.06,68.87
2,302,6776,3,1,75.91,74.92
2,302,6776,4,1,80.27,75.63
2,302,6785,1,0,68.68,63.8
2,302,6785,2,0,73.52,60.01
2,302,6785,3,0,77.19,64.07
2,302,6785,4,0,77.37,67.88
2,302,6943,1,1,59.67,53.17
2,302,6943,2,1,64.27,57.96
2,302,6943,3,1,66.65,51.49
2,302,6943,4,1,63.01,53.62
2,303,1158,1,0,69.14,70.58
2,303,1158,2,0,80.77,67.28
2,303,1158,3,0,77.17,74.98
2,303,1158,4,0,NA,NA
2,303,1208,2,1,64.46,68.42
2,303,1208,3,1,65.36,67.32
2,303,1208,4,1,NA,62
2,303,1208,1,1,60.26,54.22
2,303,1346,4,1,NA,77.01
2,303,1346,2,1,74.3,78.56
2,303,1346,3,1,76.87,80.11
2,303,1346,1,1,71.27,72.6
2,303,1587,1,0,54.81,62.81
2,303,1587,2,0,54.73,69.39
2,303,1587,3,0,59.1,NA
2,303,1587,4,0,NA,NA
2,303,2111,1,0,52.12,52.78
2,303,2111,2,0,51.02,60.75
2,303,2111,3,0,54.87,57.07
2,303,2111,4,0,48.76,NA
2,303,2278,1,0,54.32,56.46
2,303,2278,2,0,54.86,59.76
2,303,2278,3,0,60.41,59.38
2,303,2278,4,0,NA,NA
2,303,2539,1,1,55.58,62.56
2,303,2539,2,1,68.55,67.86
2,303,2539,3,1,72.4,70.2
2,303,2539,4,1,NA,72.08
2,303,2593,1,0,61.33,64.82
2,303,2593,2,0,66.34,65.79
2,303,2593,3,0,70.28,69.13
2,303,2593,4,0,NA,NA
2,303,2625,1,1,54.76,70
2,303,2625,4,1,NA,61.38
2,303,2625,2,1,65.76,64.52
2,303,2625,3,1,68.7,68.03
2,303,2657,1,1,70.53,54.12
2,303,2657,2,1,71.01,60.28
2,303,2657,3,1,74.19,64
2,303,2657,4,1,NA,NA
2,303,3074,1,0,73.86,68.06
2,303,3074,2,0,69.29,70.76
2,303,3074,3,0,73.88,71.7
2,303,3074,4,0,NA,69.22
2,303,3214,1,0,57.96,51.55
2,303,3214,2,0,51.77,53.22
2,303,3214,3,0,58.55,59.83
2,303,3214,4,0,NA,NA
2,303,3481,1,0,57.39,68.6
2,303,3481,2,0,64.37,62.45
2,303,3481,3,0,70.67,71.38
2,303,3481,4,0,NA,NA
2,303,3909,3,1,75.66,71.21
2,303,3909,4,1,NA,NA
2,303,3909,1,1,NA,59.87
2,303,3909,2,1,NA,60.22
2,303,4008,1,0,45.02,51.69
2,303,4008,2,0,46.71,56.31
2,303,4008,3,0,46.38,55.71
2,303,4008,4,0,43.04,NA
2,303,4525,1,0,57.7,57.41
2,303,4525,2,0,53.41,57.99
2,303,4525,3,0,56.21,65.71
2,303,4525,4,0,NA,NA
2,303,5686,1,1,72.54,73.23
2,303,5686,2,1,77.93,73.85
2,303,5686,3,1,79.73,73.73
2,303,5686,4,1,NA,69.3
2,303,5773,1,0,68.6,70.25
2,303,5773,2,0,67.4,70.03
2,303,5773,3,0,70.92,69.92
2,303,5773,4,0,NA,66.44
2,303,6088,1,0,74.34,70.65
2,303,6088,2,0,72.44,69.56
2,303,6088,3,0,71.88,71.86
2,303,6088,4,0,NA,NA
2,303,6334,1,0,78.05,72.42
2,303,6334,2,0,77.9,73.01
2,303,6334,3,0,86.41,74
2,303,6334,4,0,NA,NA
2,303,6365,1,0,67.11,69.15
2,303,6365,2,0,74.51,68.55
2,303,6365,3,0,NA,61.04
2,303,6365,4,0,NA,53.05
2,303,6529,1,0,50.97,59.63
2,303,6529,2,0,58.33,61.17
2,303,6529,3,0,65.39,61.87
2,303,6529,4,0,NA,52.27
2,303,6678,1,0,66.87,65.59
2,303,6678,2,0,69.57,67.21
2,303,6678,3,0,75.94,66.64
2,303,6678,4,0,NA,69.45
2,303,6931,1,0,64.55,62.56
2,303,6931,2,0,71.13,68.78
2,303,6931,3,0,73.06,NA
2,303,6931,4,0,68.19,68.43
3,304,2350,1,0,60.23,58.39
3,304,2350,2,0,67.36,58.36
3,304,2350,3,0,63.43,58.61
3,304,2350,4,0,NA,53.51
3,304,2674,1,1,56.63,69.7
3,304,2674,2,1,53.82,NA
3,304,2674,3,1,61.38,61.77
3,304,2674,4,1,NA,68.48
3,304,2707,1,1,57.95,69.24
3,304,2707,2,1,57.35,63.68
3,304,2707,3,1,62.6,63.39
3,304,2707,4,1,NA,NA
3,304,3377,1,0,61.95,73.1
3,304,3377,2,0,71.56,72.19
3,304,3377,3,0,73.75,68.9
3,304,3377,4,0,70.32,66.7
3,304,3755,1,0,69,70.78
3,304,3755,2,0,67.1,70.95
3,304,3755,3,0,73.34,67.37
3,304,3755,4,0,74.7,68.54
3,304,3973,2,0,68.82,70.8
3,304,3973,3,0,72.07,68.65
3,304,3973,4,0,68.08,68.03
3,304,3973,1,0,70.59,64.43
3,304,4401,3,1,NA,73.08
3,304,4401,4,1,NA,NA
3,304,4401,1,1,62.88,71.4
3,304,4401,2,1,NA,NA
3,304,5440,1,1,61.54,67.93
3,304,5440,2,1,63.81,70.64
3,304,5440,3,1,69.42,65.69
3,304,5440,4,1,NA,NA
3,304,5871,1,1,56.01,61.54
3,304,5871,2,1,52.83,57.01
3,304,5871,4,1,47.86,NA
3,304,5871,3,1,NA,49.68
3,304,6348,4,0,79.17,NA
3,304,6348,1,0,71.56,66.32
3,304,6348,2,0,75.95,72.36
3,304,6348,3,0,76.45,71.92
3,304,6465,4,1,NA,NA
3,304,6465,1,1,63.4,71.86
3,304,6465,2,1,63.02,75.65
3,304,6465,3,1,63.5,NA
3,304,6520,1,0,66.23,63.77
3,304,6520,2,0,70.93,66.41
3,304,6520,3,0,82.11,71.39
3,304,6520,4,0,77.65,65.86
3,304,6872,1,1,90.96,84.35
3,304,6872,2,1,86.45,86.11
3,304,6872,3,1,85.53,87.32
3,304,6872,4,1,93.64,83.17
3,305,1402,1,0,59.21,69
3,305,1402,2,0,72.57,71.59
3,305,1402,3,0,67.71,69.51
3,305,1402,4,0,69.93,74.87
3,305,1439,1,0,73.1,70.17
3,305,1439,2,0,73.14,72.74
3,305,1439,3,0,76.81,75.2
3,305,1439,4,0,73.79,79.21
3,305,1665,1,0,62.48,58.83
3,305,1665,2,0,74.69,59.39
3,305,1665,3,0,69.51,65.31
3,305,1665,4,0,73.7,66.86
3,305,1668,1,1,75.73,79.23
3,305,1668,2,1,81.2,82.99
3,305,1668,3,1,85.22,81.99
3,305,1668,4,1,83.75,82.09
3,305,2437,1,0,75.89,70.42
3,305,2437,2,0,77.63,73.52
3,305,2437,3,0,83.15,79.04
3,305,2437,4,0,79.4,81.68
3,305,3026,2,0,81.15,80.96
3,305,3026,3,0,83.7,79.12
3,305,3026,1,0,74.83,72.63
3,305,3026,4,0,81.92,80.26
3,305,3569,2,0,73.14,65.13
3,305,3569,3,0,71.17,67.6
3,305,3569,1,0,65.44,61.39
3,305,3569,4,0,73.37,67.93
3,305,4089,1,1,56.8,64.62
3,305,4089,2,1,63.13,NA
3,305,4089,3,1,69.21,72.01
3,305,4089,4,1,NA,73.05
3,305,4218,3,0,83.03,78.39
3,305,4218,4,0,81.09,86.17
3,305,4218,2,0,87.84,70.74
3,305,4218,1,0,76.49,63.81
3,305,4819,4,1,80.86,82.98
3,305,4819,1,1,66.25,73.74
3,305,4819,2,1,74.84,72.51
3,305,4819,3,1,78.51,79.03
3,305,5112,1,1,51.04,56.25
3,305,5112,2,1,52.37,62.45
3,305,5112,3,1,57.66,61.51
3,305,5112,4,1,NA,61.9
3,305,5228,1,1,65.17,63.57
3,305,5228,2,1,60.8,69.23
3,305,5228,3,1,66.13,67
3,305,5228,4,1,NA,64.88
3,305,5704,1,0,67.89,59.03
3,305,5704,2,0,73.01,62.23
3,305,5704,3,0,75.4,66.22
3,305,5704,4,0,74.3,68.21
3,305,6894,4,0,77.39,71.71
3,305,6894,1,0,72.07,65.75
3,305,6894,2,0,74.96,69.57
3,305,6894,3,0,78.1,68.19
5,307,1135,1,1,50.7,57.33
5,307,1135,2,1,68.35,54.03
5,307,1135,3,1,70.95,61.44
5,307,1135,4,1,69.43,65.91
5,307,1149,1,0,65.18,55.91
5,307,1149,2,0,NA,61.14
5,307,1149,3,0,69.72,63.61
5,307,1149,4,0,74.08,63.26
5,307,1181,1,1,56.39,56.42
5,307,1181,2,1,55.97,47.46
5,307,1181,3,1,NA,NA
5,307,1181,4,1,NA,NA
5,307,1537,1,1,52.87,62.81
5,307,1537,2,1,54.52,63.3
5,307,1537,3,1,57.92,NA
5,307,1537,4,1,59,NA
5,307,1579,1,0,56.51,55.51
5,307,1579,2,0,60.58,56.85
5,307,1579,3,0,65.3,58.29
5,307,1579,4,0,70.16,NA
5,307,2058,1,1,61.53,50.16
5,307,2058,2,1,73.86,NA
5,307,2058,3,1,76.2,48.74
5,307,2058,4,1,71.41,45.36
5,307,2081,1,1,NA,48.2
5,307,2081,2,1,NA,56.93
5,307,2081,3,1,47.58,NA
5,307,2081,4,1,50.16,NA
5,307,2427,1,0,46.73,39.71
5,307,2427,2,0,56.1,46.77
5,307,2427,3,0,58.89,43.09
5,307,2427,4,0,52.24,54.29
5,307,2623,1,0,56.56,53.06
5,307,2623,2,0,59.72,62.92
5,307,2623,3,0,60.32,57.38
5,307,2623,4,0,63.03,56.79
5,307,2765,1,0,NA,44.38
5,307,2765,2,0,55.25,60.84
5,307,2765,3,0,62.46,64.7
5,307,2765,4,0,57.34,61.73
5,307,3105,1,0,42.41,NA
5,307,3105,2,0,53.24,44.31
5,307,3105,3,0,57.23,38.72
5,307,3105,4,0,52.69,54.74
5,307,3238,1,0,56.56,59.73
5,307,3238,2,0,61.07,65.25
5,307,3238,3,0,60.57,64.66
5,307,3238,4,0,66.07,62.51
5,307,3241,1,0,44.87,48.66
5,307,3241,2,0,53.14,54.24
5,307,3241,3,0,48.81,53.92
5,307,3241,4,0,50.18,54.06
5,307,3620,1,0,57.93,62.29
5,307,3620,2,0,67.45,64.01
5,307,3620,3,0,66.75,65.15
5,307,3620,4,0,68.67,71.16
5,307,3889,1,0,65.46,67.14
5,307,3889,2,0,71.73,68.08
5,307,3889,3,0,72.33,69.31
5,307,3889,4,0,77.24,70.26
5,307,3943,1,1,41.21,49.51
5,307,3943,2,1,56.36,50.65
5,307,3943,3,1,57.61,49.69
5,307,3943,4,1,56.81,42.96
5,307,3953,1,1,NA,61.68
5,307,3953,2,1,65.67,NA
5,307,3953,3,1,69.4,68.24
5,307,3953,4,1,65.13,63.93
5,307,4212,4,1,64.44,56.42
5,307,4212,3,1,61.98,NA
5,307,4212,1,1,48.2,55.6
5,307,4212,2,1,62.05,57.32
5,307,4247,1,0,63.26,60.95
5,307,4247,2,0,68.3,62.52
5,307,4247,3,0,65.31,66.05
5,307,4247,4,0,72.9,72.93
5,307,4374,1,0,61.14,55.04
5,307,4374,2,0,70.7,62.6
5,307,4374,3,0,78.39,60.59
5,307,4374,4,0,77.42,58.09
5,307,4574,1,0,NA,57.27
5,307,4574,2,0,66.18,58.25
5,307,4574,3,0,71.15,59.04
5,307,4574,4,0,73.49,64.58
5,307,5169,1,0,62.68,65.15
5,307,5169,2,0,61.95,68.05
5,307,5169,3,0,67.4,66.22
